date,open,high,low,close,volume,company
2021-02-04,133.28164524703553,134.357276841014,131.60950655954667,134.34750366210938,84183100,AAPL
2021-02-05,134.50911296207428,134.57765733933653,133.04992615255156,133.93130493164062,75693800,AAPL
2021-02-08,133.21636782694236,134.12713956998047,132.12932635870976,134.0781707763672,71297200,AAPL
2021-02-09,133.79419141675652,135.0281395487588,133.0401286062898,133.19680786132812,76774200,AAPL
2021-02-10,133.65706590073773,134.15652670809476,131.62008648609935,132.58961486816406,73046600,AAPL
2021-02-11,133.08905410484374,133.56892438093112,131.00312094041448,132.33499145507812,64280000,AAPL
2021-02-12,131.5711308680466,132.72671675353533,130.92477862200445,132.5700225830078,60145100,AAPL
2021-02-16,132.68758079363735,133.19681454864573,130.04341463126795,130.43515014648438,80576300,AAPL
2021-02-17,128.53525125572466,129.48518916522133,126.79206961510138,128.13372802734375,97918500,AAPL
2021-02-18,126.52765402683634,127.31111000008823,124.77468454875732,127.02711486816406,96856700,AAPL
2021-02-19,127.54616457758645,128.00644444950808,126.13594666728878,127.18380737304688,87668800,AAPL
2021-02-22,125.36224933905483,127.03688645517336,123.00210140901802,123.39382934570312,103916400,AAPL
2021-02-23,121.20017424260931,124.08915402582353,115.94124359187607,123.2567367553711,158273000,AAPL
2021-02-24,122.35576270436196,122.96293393818705,119.70181682290355,122.75727844238281,111039900,AAPL
2021-02-25,122.10112834828038,123.8443097637338,118.04676040153694,118.4874496459961,148199500,AAPL
2021-02-26,120.05437704063755,122.26763388606416,118.69312803340897,118.75189208984375,164560400,AAPL
2021-03-01,121.19038166136916,125.28392374079455,120.25023899113235,125.14682006835938,116307900,AAPL
2021-03-02,125.75399459438512,126.05758022008334,122.42431807921778,122.53204345703125,102260900,AAPL
2021-03-03,122.22843564523069,123.10982159778514,119.31986573759534,119.53531646728516,112966300,AAPL
2021-03-04,119.23174329287419,121.043476706908,116.16648638094867,117.64524841308594,178155000,AAPL
2021-03-05,118.47768289716012,119.41782559806704,115.13821090718523,118.90857696533203,153766600,AAPL
2021-03-08,118.42870647525052,118.49725830929313,113.80633288954938,113.95323181152344,154376600,AAPL
2021-03-09,116.56799931968267,119.53532603787087,116.33296553737974,118.58538818359375,129525800,AAPL
2021-03-10,119.17299720542609,119.64306482272417,116.97932341940151,117.49836730957031,111943300,AAPL
2021-03-11,120.00539833168531,120.66153833939764,118.75187489259638,119.43739318847656,103026500,AAPL
2021-03-12,117.9096753120108,118.66374551985697,116.69532528168106,118.52664184570312,88105100,AAPL
2021-03-15,118.89877741976048,121.43520266321806,117.92924905121147,121.42540740966797,92403800,AAPL
2021-03-16,123.10003332040462,124.58859800719728,122.14030770669926,122.97272491455078,115227900,AAPL
2021-03-17,121.48416795612722,123.25672774652594,119.80953081204855,122.17948150634766,111932600,AAPL
2021-03-18,120.33837901517603,120.63217688102142,117.83133178723176,118.0369873046875,121229700,AAPL
2021-03-19,117.42002094580913,118.91837362659142,117.2045701733795,117.5081558227539,185549500,AAPL
2021-03-22,117.84112430286966,121.30790466995239,117.7725724653111,120.83782958984375,111912300,AAPL
2021-03-23,120.77907762160507,121.67025154391781,119.6136888669905,120.00541687011719,95467100,AAPL
2021-03-24,120.27960781745544,120.35795490170756,117.58648843689953,117.60607147216797,88530500,AAPL
2021-03-25,117.06745614451854,119.14360911976513,116.53862451483529,118.09573364257812,98844700,AAPL
2021-03-26,117.86069887793691,118.96733092540138,116.4602764641392,118.70291137695312,94071200,AAPL
2021-03-29,119.13382047799135,120.0445848677289,118.23285134256643,118.87919616699219,80819200,AAPL
2021-03-30,117.62566893236145,117.90967152587207,116.40152368701725,117.42001342773438,85671900,AAPL
2021-03-31,119.13380842785402,120.96512480481803,118.64415036400882,119.62346649169922,118323800,AAPL
2021-04-01,121.10224675861323,121.61148790302033,119.95644110841515,120.45589447021484,75089100,AAPL
2021-04-05,121.307902963467,123.55053800574892,120.52444699817042,123.29591369628906,88651200,AAPL
2021-04-06,123.88351281845287,124.5004794020054,123.05109545193551,123.5995101928711,80171300,AAPL
2021-04-07,123.22734781318158,125.27411489503632,122.55161730692859,125.25453186035156,83466700,AAPL
2021-04-08,126.28281873847043,127.69303643210907,125.86171995274228,127.66365814208984,88844600,AAPL
2021-04-09,127.11526001089155,130.2882352912627,126.79208383544986,130.2490692138672,106686700,AAPL
2021-04-12,129.7789904931529,130.1021666410129,127.9280834231761,128.5254669189453,91420000,AAPL
2021-04-13,129.7006453418087,131.87472859216342,129.20118449529105,131.64947509765625,91266500,AAPL
2021-04-14,132.14891620504176,132.20767277981324,128.93676060999385,129.29910278320312,87222800,AAPL
2021-04-15,131.05208979209115,132.20767563603624,130.87580512079055,131.718017578125,89347100,AAPL
2021-04-16,131.5221744771299,131.88451670536998,130.52326772477247,131.38507080078125,84922400,AAPL
2021-04-19,130.7485176219143,132.66798420053073,130.58203563927216,132.05101013183594,94264200,AAPL
2021-04-20,132.22732498216158,132.726771043935,129.08371227649963,130.35682678222656,94812300,AAPL
2021-04-21,129.62227353323007,130.9835222508577,128.58420090667366,130.7386932373047,68847100,AAPL
2021-04-22,130.2882067566081,131.37524822022579,128.69193168247196,129.21096801757812,84566500,AAPL
2021-04-23,129.42643666058186,132.325204335831,129.42643666058186,131.54176330566406,78657500,AAPL
2021-04-26,132.0411970528991,132.2664355811857,130.79746137003406,131.9334716796875,66905100,AAPL
2021-04-27,132.21746172958476,132.60919713681915,131.3360832138686,131.61029052734375,66015800,AAPL
2021-04-28,131.53198971833896,132.2273109713052,130.32743467158835,130.8170928955078,107760100,AAPL
2021-04-29,133.64729249509793,134.2348882340744,129.71043690758862,130.71913146972656,151101000,AAPL
2021-04-30,129.05429445059093,130.79747618312226,128.35898828008084,128.7409210205078,109839500,AAPL
2021-05-03,129.30891060237565,131.29693633033506,129.10326255880813,129.79856872558594,75135100,AAPL
2021-05-04,128.47649401215057,128.77029185928455,124.07935891708368,125.20557403564453,137564700,AAPL
2021-05-05,126.52765546512583,127.75180076750355,125.32310067167653,125.4504165649414,84000900,AAPL
2021-05-06,125.24474710595689,127.06627581947774,124.50046470853376,127.05648803710938,78128300,AAPL
2021-05-07,128.36120963640974,128.76339996833426,127.01725716509183,127.73338317871094,78973300,AAPL
2021-05-10,126.94857640908702,127.07609358125877,124.39802340579638,124.43726348876953,88071200,AAPL
2021-05-11,121.15099489943694,123.86830541907739,120.4348764138302,123.5151596069336,126142800,AAPL
2021-05-12,121.0529128315071,122.2693257282498,119.92478452723698,120.43489074707031,112172300,AAPL
2021-05-13,122.21044375165756,123.7505814669759,121.89653057032774,122.59302520751953,105861300,AAPL
2021-05-14,123.8486758495566,125.45748181234504,123.45628250842468,125.02584838867188,81918000,AAPL
2021-05-17,124.40784321145301,124.51575157542331,122.78922523617969,123.86830139160156,74244600,AAPL
2021-05-18,124.15277789636984,124.57459943092813,122.40663537610358,122.47530364990234,63342900,AAPL
2021-05-19,120.81746165373089,122.54398051145846,120.52316475438042,122.318359375,92612000,AAPL
2021-05-20,122.84807975854324,125.29071688995896,122.7205476194022,124.88851165771484,76857100,AAPL
2021-05-21,125.38881405695588,125.56539068698066,122.82845666373672,123.04427337646484,79295400,AAPL
2021-05-24,123.61323103608312,125.50652180331508,123.54456276926247,124.6824951171875,63092900,AAPL
2021-05-25,125.38882767233349,125.8793250172458,123.91735809044054,124.486328125,72009500,AAPL
2021-05-26,124.54517184587554,124.96699338248618,124.0154419521589,124.43726348876953,56575900,AAPL
2021-05-27,124.03507289257355,125.21224551256824,122.7009399316297,122.89713287353516,94625600,AAPL
2021-05-28,123.18161536711065,123.40724398155514,122.18101940894144,122.23987579345703,71311100,AAPL
2021-06-01,122.7009396887318,122.96580090820794,121.58262345666635,121.91615295410156,67637100,AAPL
2021-06-02,121.91615721378537,122.85789683767693,121.69053607158575,122.68132019042969,59278900,AAPL
2021-06-03,122.3085475666937,122.47531231710921,120.78802605947189,121.19023132324219,76229200,AAPL
2021-06-04,121.71015400663384,123.7604055207665,121.49433726995868,123.49553680419922,75169300,AAPL
2021-06-07,123.77021708255438,123.91736554645375,122.45570776942536,123.50535583496094,71057600,AAPL
2021-06-08,124.19202440720812,126.01665467176042,123.80944293563002,124.32936096191406,74403800,AAPL
2021-06-09,124.79041711685983,125.32014701212847,124.11353878108089,124.7119369506836,56877900,AAPL
2021-06-10,124.6040371146966,125.75178904174489,123.54458473598591,123.71134948730469,71186400,AAPL
2021-06-11,124.12335424741363,125.01604932374462,123.70153269741957,124.9277572631836,53522400,AAPL
2021-06-14,125.38883528471538,128.05709400174217,124.6531004491023,127.99823760986328,96906500,AAPL
2021-06-15,127.46852944395194,128.11597976453078,126.92898751013622,127.17423248291016,62746300,AAPL
2021-06-16,127.89031623905244,128.4004298644377,126.0166564242002,127.67449951171875,91815000,AAPL
2021-06-17,127.3311548569367,130.028848752344,127.18399893605076,129.28329467773438,96721700,AAPL
2021-06-18,128.22385208152016,129.0086237987858,127.76279046491801,127.97860717773438,108953300,AAPL
2021-06-21,127.821640717313,129.8915082047492,126.75237658053705,129.78359985351562,79663300,AAPL
2021-06-22,129.6168373736392,131.52974457093757,129.11652820534232,131.431640625,74783600,AAPL
2021-06-23,131.2256581855365,131.76520001229738,130.69592076705774,131.156982421875,60214200,AAPL
2021-06-24,131.89272517727548,132.07911372585278,130.4016317572202,130.8725128173828,68711000,AAPL
2021-06-25,130.92155015751234,131.34336422043498,130.28390440639663,130.5782012939453,70783700,AAPL
2021-06-28,130.8725084917287,132.67750759033626,130.81365210329452,132.21644592285156,62111300,AAPL
2021-06-29,132.23605611036993,133.89391406741058,131.79461827394496,133.73695373535156,64556100,AAPL
2021-06-30,133.58001332775396,134.79643362980784,133.285716403387,134.35499572753906,63261400,AAPL
2021-07-01,134.00183352943276,134.71794452202494,133.17779920211535,134.65908813476562,52485800,AAPL
2021-07-02,135.27708203046927,137.3371451958311,135.1299410766124,137.29791259765625,78852600,AAPL
2021-07-06,137.40584847739305,140.42725310459164,137.40584847739305,139.31875610351562,108181800,AAPL
2021-07-07,140.80984368835666,142.1341724977877,139.9465915830071,141.8202667236328,104911600,AAPL
2021-07-08,138.88708851917443,141.3199136476054,137.99439352314687,140.51551818847656,105575500,AAPL
2021-07-09,140.0348477102195,142.8796827620917,139.93674375592246,142.34996032714844,99890800,AAPL
2021-07-12,143.42905358767305,143.5369619572258,141.26108178795414,141.75157165527344,76299700,AAPL
2021-07-13,141.29051033026613,144.6552786120108,140.89812442287007,142.86988830566406,100827100,AAPL
2021-07-14,145.28310883443004,146.7251502829961,144.8710841617855,146.31312561035156,127050800,AAPL
2021-07-15,146.40142271729493,147.14696193575338,144.29230728174466,145.65586853027344,106820300,AAPL
2021-07-16,145.63621012980272,146.91147139089014,143.10528144995334,143.60557556152344,93251400,AAPL
2021-07-19,141.01581601102788,141.3297366646224,138.97537666834538,139.74053955078125,121434600,AAPL
2021-07-20,140.7313553838291,144.3021209193644,140.24086553021954,143.37017822265625,96350000,AAPL
2021-07-21,142.76194679900678,143.35054049204376,141.87907122801067,142.63441467285156,74993500,AAPL
2021-07-22,143.16418458989693,145.38119339718892,143.03665243470164,144.00782775878906,77338200,AAPL
2021-07-23,144.74353004601699,145.89127427927951,144.12550816327587,145.73431396484375,71447400,AAPL
2021-07-26,145.44988229601935,146.98020842228414,144.89071661296498,146.15618896484375,72434100,AAPL
2021-07-27,146.28367134614484,146.37197088515492,142.7815820012702,143.97837829589844,104818600,AAPL
2021-07-28,142.05567786255799,144.17459775469044,139.82884959716242,142.22244262695312,118931200,AAPL
2021-07-29,141.93796054917624,143.7625834588374,141.8300521793579,142.86988830566406,56699500,AAPL
2021-07-30,141.63383255434462,143.54673968766258,141.36896388402056,143.08567810058594,70440600,AAPL
2021-08-02,143.5762167777771,144.15499131831976,142.48732850508856,142.752197265625,62880000,AAPL
2021-08-03,143.03665309613856,145.22423371904952,142.41863107171932,144.5571746826172,64786600,AAPL
2021-08-04,144.46890425209818,144.97900298808602,143.49772882837536,144.1549835205078,56368300,AAPL
2021-08-05,144.18436774142967,145.02801073956013,143.38977671371978,144.26284790039062,46397700,AAPL
2021-08-06,143.7814704987235,144.52812661902823,143.07410575696633,143.5751495361328,54126800,AAPL
2021-08-09,143.6341015294713,144.12532623715828,142.96604312269145,143.52603149414062,48908700,AAPL
2021-08-10,143.86990116446182,145.11761617478155,142.74990938091966,143.04464721679688,69023100,AAPL
2021-08-11,143.48673186366062,144.1449711351965,142.97585399956282,143.30006408691406,48493500,AAPL
2021-08-12,143.62424572341376,146.43405093286975,143.2803825195249,146.27685546875,72282600,AAPL
2021-08-13,146.35550735508997,146.81725983243342,145.6677956838306,146.4832305908203,59375000,AAPL
2021-08-16,145.93303676307946,148.53653683685468,143.89937416824054,148.46775817871094,103296000,AAPL
2021-08-17,147.59336852823333,149.0179171538943,146.47337681670123,147.5540771484375,92229700,AAPL
2021-08-18,147.1709185119843,148.07477013277662,143.58496931962586,143.79129028320312,86326000,AAPL
2021-08-19,142.48463177586973,145.40250762133363,141.96393480596424,144.1253204345703,86960300,AAPL
2021-08-20,144.85235052835526,145.89374455558095,144.20393028804864,145.5891876220703,60549600,AAPL
2021-08-23,145.70705102045142,147.55406047286837,145.29442411978118,147.08248901367188,60131800,AAPL
2021-08-24,146.82706498490072,148.21232228535538,146.53232715635886,146.99407958984375,48606400,AAPL
2021-08-25,147.18072830675177,147.68178704763378,145.20601059611982,145.7561798095703,58991300,AAPL
2021-08-26,145.7463887251916,146.5028640435845,144.92111975541536,144.95059204101562,48597200,AAPL
2021-08-27,144.89163559653989,146.13935055166783,144.25304947287754,145.9919891357422,55802400,AAPL
2021-08-30,146.38493126768333,150.79613358653128,146.0017766780986,150.4326171875,90956700,AAPL
2021-08-31,149.9807486283296,150.11829096268886,148.6347825803244,149.16531372070312,86453100,AAPL
2021-09-01,150.14774978126363,152.2600100818127,149.6663441586924,149.83335876464844,80313700,AAPL
2021-09-02,151.1694939628151,152.0045820021427,149.7252920539948,150.95335388183594,71115500,AAPL
2021-09-03,151.0614335831693,151.91617486388267,150.40319420026873,151.5919647216797,57808700,AAPL
2021-09-07,152.25017314379147,154.4999755027351,151.68035073618864,153.9399871826172,82278300,AAPL
2021-09-08,154.22490139645186,154.28384596142823,151.2775532197301,152.38772583007812,74420200,AAPL
2021-09-09,152.7610583660542,153.3701721800447,151.24807793706208,151.36598205566406,57305700,AAPL
2021-09-10,152.27966839354463,152.75123994335087,146.0902337122543,146.35549926757812,140893200,AAPL
2021-09-13,147.98637072909293,148.76249922624126,146.1393609000961,146.92532348632812,102404300,AAPL
2021-09-14,147.71128945509335,148.4186542998016,144.33166075059606,145.52041625976562,109296300,AAPL
2021-09-15,145.95269151748204,146.8172518520657,143.8011247699999,146.41444396972656,83281300,AAPL
2021-09-16,145.8348168056701,146.35551387933458,144.63622712904862,146.1786651611328,68034100,AAPL
2021-09-17,146.20810580175998,146.20810580175998,143.20179847922407,143.4965362548828,129868800,AAPL
2021-09-20,141.27624262800742,142.29798352303587,138.7906465653713,140.43133544921875,123478900,AAPL
2021-09-21,141.4039444596108,142.062198793966,140.27413356999537,140.9127197265625,75834000,AAPL
2021-09-22,141.9148145146439,143.86006015223413,141.1779774559064,143.29025268554688,76404300,AAPL
2021-09-23,144.0761878248297,144.49864883080187,143.0839194012002,144.25303649902344,64838200,AAPL
2021-09-24,143.10361061484528,144.8818419709262,143.00535965962902,144.34149169921875,53477900,AAPL
2021-09-27,142.91693075651082,143.39833641093568,141.2958950689208,142.8186798095703,74150700,AAPL
2021-09-28,140.73588172272164,142.20955587688627,139.20326300094865,139.41940307617188,108972300,AAPL
2021-09-29,139.96954460221633,141.91478990244383,139.5372645375023,140.32322692871094,74602000,AAPL
2021-09-30,141.13869603931272,141.84606086491695,138.8004614773993,139.0166015625,89056700,AAPL
2021-10-01,139.40954063624275,140.41164305475672,136.66851386296668,140.14637756347656,94639600,AAPL
2021-10-04,139.27202601919808,139.71414025618466,135.84328709733543,136.69801330566406,98322000,AAPL
2021-10-05,137.04185976512562,139.7435953699218,136.9141365576013,138.6334228515625,80861100,AAPL
2021-10-06,137.02223174518275,139.6551891860821,135.94153130840195,139.50782775878906,83221100,AAPL
2021-10-07,140.5492178228683,141.6888627981477,140.21518860317957,140.77517700195312,61732700,AAPL
2021-10-08,141.50218617118406,141.6495475850892,140.0579843509609,140.3920135498047,58773200,AAPL
2021-10-11,139.77307281576375,142.26848756147706,139.32113952004272,140.3035888671875,64452200,AAPL
2021-10-12,140.7162117326742,140.7358649165263,138.56464532596834,139.02639770507812,73035900,AAPL
2021-10-13,138.76116078950477,138.91834130277414,136.75695558768913,138.43695068359375,78762700,AAPL
2021-10-14,139.6158725875649,141.35481207051464,139.0263970028741,141.23690795898438,69907100,AAPL
2021-10-15,141.24676052480717,142.35691820079558,140.99131407556214,142.2979736328125,67940300,AAPL
2021-10-18,140.93235215706065,144.26285475697728,140.64744844988806,143.9779510498047,85589200,AAPL
2021-10-19,144.4298683623013,146.55196247996375,143.97795007247626,146.14915466308594,76378900,AAPL
2021-10-20,146.09024203898952,147.12181704316635,145.5204195129586,146.64041137695312,58418800,AAPL
2021-10-21,146.19831273525557,147.0137476472788,145.27480777486807,146.85655212402344,61421000,AAPL
2021-10-22,147.06286328651325,147.54425393167557,146.03128834675383,146.08041381835938,58883400,AAPL
2021-10-25,146.0705566352679,146.7484490596756,145.0291627622304,146.03126525878906,50720600,AAPL
2021-10-26,146.7091751766454,148.19266841914728,146.3947841633798,146.69935607910156,60893400,AAPL
2021-10-27,146.7386383860378,147.10213985553239,145.8839122319342,146.2375946044922,56094900,AAPL
2021-10-28,147.19055278961676,150.48174875924713,147.09230186891733,149.8922882080078,100077900,AAPL
2021-10-29,144.63620760363108,147.30847127689358,143.84042595662805,147.17092895507812,124953200,AAPL
2021-11-01,146.375114367101,147.07264491683637,145.20599739927886,146.34564208984375,74588300,AAPL
2021-11-02,146.05095297989337,148.90988475411868,146.04111889020803,147.3870849609375,69122000,AAPL
2021-11-03,147.75056795013293,149.3028398355509,147.19057957500098,148.83126831054688,54511500,AAPL
2021-11-04,148.9196912619551,149.75476431013496,147.99618636903574,148.31057739257812,60394600,AAPL
2021-11-05,149.4420426177261,149.74704405658917,147.64153427138376,148.8418731689453,65463900,AAPL
2021-11-08,148.9697640561292,149.12718897664993,147.73991001368617,148.01539611816406,55020900,AAPL
2021-11-09,147.77928608212537,148.98945848021418,147.64154300439876,148.37945556640625,56787900,AAPL
2021-11-10,147.60214065278717,147.7103683897463,145.4671162171976,145.53598022460938,65187100,AAPL
2021-11-11,146.55926059562827,147.02167192728697,145.2998761802244,145.48681640625,41000000,AAPL
2021-11-12,146.03777668648874,147.97602779837536,145.10309064575517,147.57264709472656,63804000,AAPL
2021-11-15,147.94650571936123,149.43217889672766,147.0216531484388,147.5824737548828,59222800,AAPL
2021-11-16,147.52346185450472,149.0484839457223,146.93312587956004,148.56637573242188,59256200,AAPL
2021-11-17,148.56637582945865,152.50190896401386,148.55654240125457,151.01625061035156,88807000,AAPL
2021-11-18,151.2327099234506,156.1127627253802,150.58334333688865,155.32565307617188,137827700,AAPL
2021-11-19,155.10917788012807,158.42487441741085,154.007233518679,157.9624481201172,117305600,AAPL
2021-11-22,159.0742171783773,163.0294315627434,158.40518385646317,158.42486572265625,117467900,AAPL
2021-11-23,158.5232592097014,159.19230760433507,156.49646218357938,158.80859375,96041900,AAPL
2021-11-24,158.15922419885234,159.52682124459838,157.06711324772664,159.33004760742188,69463600,AAPL
2021-11-26,156.99827300940163,157.8640801466863,153.84000085740655,154.28274536132812,76959800,AAPL
2021-11-29,156.8014516426784,158.59212616850718,156.23079761838784,157.65744018554688,88748200,AAPL
2021-11-30,157.4114921922105,162.85236555793716,157.34261315607515,162.6359100341797,174048100,AAPL
2021-12-01,164.78078703270114,167.55534541684816,161.8783340157676,162.11447143554688,152052500,AAPL
2021-12-02,156.1816292767735,161.55362330337118,155.2567766388586,161.12071228027344,136739200,AAPL
2021-12-03,161.37654765598526,162.30140038632877,157.14584634317362,159.23167419433594,118023100,AAPL
2021-12-06,161.64214993684496,165.17430172027613,161.63231651035193,162.6555633544922,107497000,AAPL
2021-12-07,166.35498150462607,168.81468962656658,165.62690249589954,168.42112731933594,120405400,AAPL
2021-12-08,169.35583286489788,173.12410760824633,167.9488719754966,172.25828552246094,116998900,AAPL
2021-12-09,172.0910234690597,173.90136505237254,171.1169736434836,171.7466583251953,108923700,AAPL
2021-12-10,172.38619070089263,176.73495286088573,171.87456720769728,176.55784606933594,115402700,AAPL
2021-12-13,178.20095139593482,179.1946832091292,172.7010469537589,172.9076690673828,153237000,AAPL
2021-12-14,172.42551060224557,174.87538488790156,169.43451263026927,171.5203399658203,139380400,AAPL
2021-12-15,172.2878048999529,176.60705197732372,169.5329286631927,176.4102783203125,131063300,AAPL
2021-12-16,176.39058331265454,178.22060671100195,167.99806060749398,169.4837188720703,150185800,AAPL
2021-12-17,167.1912695917715,170.6742246232617,166.95514722547833,168.38177490234375,195432700,AAPL
2021-12-20,165.56788101747895,167.8308156168113,164.76110451576054,167.01419067382812,107499100,AAPL
2021-12-21,168.79501963934456,170.40858768040073,166.39434194128998,170.2019805908203,91185900,AAPL
2021-12-22,170.25116250826932,173.02572066741223,169.37550695696135,172.80926513671875,92135300,AAPL
2021-12-23,173.01587174407524,173.99975497261622,172.4452176699775,173.43893432617188,68356600,AAPL
2021-12-27,174.23591824124713,177.5122519629544,174.2162513813235,177.4237060546875,74919600,AAPL
2021-12-28,177.2563944452948,178.40753594573462,175.65266008371333,176.40040588378906,79144300,AAPL
2021-12-29,176.43980124349002,177.7188525886418,175.2689776663019,176.48899841308594,62348900,AAPL
2021-12-30,176.57752357009767,177.6598011226114,175.21975991564707,175.32798767089844,59773000,AAPL
2021-01-04,13.071077873264064,13.617940231803093,12.929686364182537,13.080304145812988,560640000,NVDA
2021-01-05,13.066585226914984,13.409464962853612,13.053867833033584,13.370813369750977,322760000,NVDA
2021-01-06,13.189025903228465,13.21146898051102,12.554137853647285,12.582565307617188,580424000,NVDA
2021-01-07,12.93467181161521,13.343883903804892,12.853877491487918,13.310218811035156,461480000,NVDA
2021-01-08,13.328671807745605,13.387023047604911,13.008982809713672,13.243138313293457,292528000,NVDA
2021-01-11,13.38477917791452,13.92565706059082,13.328671959762962,13.587016105651855,518344000,NVDA
2021-01-12,13.717684997100752,13.71968074075031,13.311217272127662,13.450613021850586,291476000,NVDA
2021-01-13,13.455849480783481,13.590507953024117,13.351115747658586,13.497493743896484,210028000,NVDA
2021-01-14,13.54063241077688,13.565319508460634,13.147131374665802,13.166831016540527,283120000,NVDA
2021-01-15,13.194511199602248,13.291514982726857,12.81597251882177,12.826944351196289,277780000,NVDA
2021-01-19,12.983296293520393,13.060849658577432,12.811482585957169,12.992274284362793,226188000,NVDA
2021-01-20,13.078557240925374,13.396500705466838,13.023697120340481,13.331914901733398,258572000,NVDA
2021-01-21,13.384530889892854,13.963811180112332,13.21945016668661,13.83239459991455,337780000,NVDA
2021-01-22,13.705217363843898,13.806710159590914,13.592752733898333,13.677786827087402,246820000,NVDA
2021-01-25,13.746859439045993,13.793491153850361,13.202989870995756,13.618684768676758,251112000,NVDA
2021-01-26,13.546118176029806,13.61020550800969,13.353606949991462,13.401236534118652,163980000,NVDA
2021-01-27,13.19650465592813,13.199248089374038,12.76135939277655,12.885046005249023,371272000,NVDA
2021-01-28,12.963348710272445,13.305979239074395,12.92768882723091,13.017959594726562,228316000,NVDA
2021-01-29,13.0418993944989,13.300992181743666,12.878813475335058,12.956865310668945,271552000,NVDA
2021-02-01,13.020206218914906,13.237155354799151,12.870086910458857,13.2034912109375,217204000,NVDA
2021-02-02,13.364829473210449,13.537640112927285,13.251865451039674,13.522429466247559,220440000,NVDA
2021-02-03,13.601479482611763,13.896481393506935,13.482282794127068,13.496247291564941,245408000,NVDA
2021-02-04,13.496744847218487,13.638884015904384,13.303984378713153,13.629657745361328,201340000,NVDA
2021-02-05,13.690254486194505,13.702473421105706,13.51145755602402,13.55659294128418,169152000,NVDA
2021-02-08,13.692497055412968,14.437107169379326,13.692497055412968,14.402195930480957,434624000,NVDA
2021-02-09,14.304444571818749,14.546330961078814,14.18649404110492,14.227141380310059,287560000,NVDA
2021-02-10,14.426635751382703,14.86726701398639,14.305194089086202,14.726873397827148,485352000,NVDA
2021-02-11,14.942328472549333,15.233589103948788,14.88721816822417,15.212142944335938,450828000,NVDA
2021-02-12,15.01190034035392,15.252539641607783,14.737595946257164,14.923375129699707,374756000,NVDA
2021-02-16,15.026114553341094,15.333584638692967,14.91215359677489,15.291440963745117,321960000,NVDA
2021-02-17,15.132591746484465,15.184959557403344,14.742581830187515,14.868263244628906,274756000,NVDA
2021-02-18,14.691712812264509,14.83559755169139,14.538102390218642,14.791460037231445,233868000,NVDA
2021-02-19,14.98646340331764,15.13857748178989,14.809163766013866,14.888711929321289,271724000,NVDA
2021-02-22,14.737345425491032,15.094938312401059,14.288734083330949,14.319406509399414,325884000,NVDA
2021-02-23,14.039618668401546,14.202705557693527,13.355604612994323,14.106200218200684,391780000,NVDA
2021-02-24,14.086996832158047,14.47002451469111,13.721174588784693,14.46229362487793,448320000,NVDA
2021-02-25,14.009944988958077,14.338361859543397,13.182794770860372,13.273813247680664,824436000,NVDA
2021-02-26,13.717685827646696,13.819427855750632,13.327177369405911,13.67978286743164,500932000,NVDA
2021-03-01,13.839873059537098,13.889746666219848,13.518937936818386,13.806707382202148,353184000,NVDA
2021-03-02,13.864811265572884,13.885259551721617,13.362087449027683,13.37231159210205,264116000,NVDA
